Test Case ID,Module,Test Description,Expected Result,Priority,Status,Execution Date,Response Time (ms)
B_TC_232,DB-Integrity,Verification - DB-Integrity step 232,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,734
B_TC_233,Logic-Validation,Verification - Logic-Validation step 233,Action should succeed,High,PASSED,2026-07-27 13:04:10,463
B_TC_234,Rate-Limiting,Verification - Rate-Limiting step 234,Action should succeed,Low,PASSED,2026-07-27 13:04:10,822
B_TC_235,Auth-API,Verification - Auth-API step 235,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1393
B_TC_236,Security-Scan,Verification - Security-Scan step 236,Action should succeed,High,PASSED,2026-07-27 13:04:10,2026
B_TC_237,DB-Integrity,Verification - DB-Integrity step 237,Action should succeed,Low,PASSED,2026-07-27 13:04:10,729
B_TC_238,Logic-Validation,Verification - Logic-Validation step 238,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1728
B_TC_239,Rate-Limiting,Verification - Rate-Limiting step 239,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,699
B_TC_240,Auth-API,Verification - Auth-API step 240,Action should succeed,High,PASSED,2026-07-27 13:04:10,1381
B_TC_241,Security-Scan,Verification - Security-Scan step 241,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1423
B_TC_242,DB-Integrity,Verification - DB-Integrity step 242,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1727
B_TC_243,Logic-Validation,Verification - Logic-Validation step 243,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1616
B_TC_244,Rate-Limiting,Verification - Rate-Limiting step 244,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1141
B_TC_245,Auth-API,Verification - Auth-API step 245,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,557
B_TC_246,Security-Scan,Verification - Security-Scan step 246,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1886
B_TC_247,DB-Integrity,Verification - DB-Integrity step 247,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1993
B_TC_248,Logic-Validation,Verification - Logic-Validation step 248,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1945
B_TC_249,Rate-Limiting,Verification - Rate-Limiting step 249,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1901
B_TC_250,Auth-API,Verification - Auth-API step 250,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1202
B_TC_251,Security-Scan,Verification - Security-Scan step 251,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1679
B_TC_252,DB-Integrity,Verification - DB-Integrity step 252,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,696
B_TC_253,Logic-Validation,Verification - Logic-Validation step 253,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1807
B_TC_254,Rate-Limiting,Verification - Rate-Limiting step 254,Action should succeed,High,PASSED,2026-07-27 13:04:10,1724
B_TC_255,Auth-API,Verification - Auth-API step 255,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,991
B_TC_256,Security-Scan,Verification - Security-Scan step 256,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1306
B_TC_257,DB-Integrity,Verification - DB-Integrity step 257,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1936
B_TC_258,Logic-Validation,Verification - Logic-Validation step 258,Action should succeed,High,PASSED,2026-07-27 13:04:10,662
B_TC_259,Rate-Limiting,Verification - Rate-Limiting step 259,Action should succeed,High,PASSED,2026-07-27 13:04:10,1856
B_TC_260,Auth-API,Verification - Auth-API step 260,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,690
B_TC_261,Security-Scan,Verification - Security-Scan step 261,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,828
B_TC_262,DB-Integrity,Verification - DB-Integrity step 262,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1552
B_TC_263,Logic-Validation,Verification - Logic-Validation step 263,Action should succeed,High,PASSED,2026-07-27 13:04:10,1685
B_TC_264,Rate-Limiting,Verification - Rate-Limiting step 264,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,2058
B_TC_265,Auth-API,Verification - Auth-API step 265,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,811
B_TC_266,Security-Scan,Verification - Security-Scan step 266,Action should succeed,High,PASSED,2026-07-27 13:04:10,1395
B_TC_267,DB-Integrity,Verification - DB-Integrity step 267,Action should succeed,High,PASSED,2026-07-27 13:04:10,534
B_TC_268,Logic-Validation,Verification - Logic-Validation step 268,Action should succeed,Low,PASSED,2026-07-27 13:04:10,961
B_TC_269,Rate-Limiting,Verification - Rate-Limiting step 269,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,2112
B_TC_270,Auth-API,Verification - Auth-API step 270,Action should succeed,High,PASSED,2026-07-27 13:04:10,1852
B_TC_271,Security-Scan,Verification - Security-Scan step 271,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1759
B_TC_272,DB-Integrity,Verification - DB-Integrity step 272,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,450
B_TC_273,Logic-Validation,Verification - Logic-Validation step 273,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1459
B_TC_274,Rate-Limiting,Verification - Rate-Limiting step 274,Action should succeed,High,PASSED,2026-07-27 13:04:10,764
B_TC_275,Auth-API,Verification - Auth-API step 275,Action should succeed,High,PASSED,2026-07-27 13:04:10,1407
B_TC_276,Security-Scan,Verification - Security-Scan step 276,Action should succeed,Low,PASSED,2026-07-27 13:04:10,2042
B_TC_277,DB-Integrity,Verification - DB-Integrity step 277,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,643
B_TC_278,Logic-Validation,Verification - Logic-Validation step 278,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1737
B_TC_279,Rate-Limiting,Verification - Rate-Limiting step 279,Action should succeed,Low,PASSED,2026-07-27 13:04:10,777
B_TC_280,Auth-API,Verification - Auth-API step 280,Action should succeed,High,PASSED,2026-07-27 13:04:10,1506
B_TC_281,Security-Scan,Verification - Security-Scan step 281,Action should succeed,Low,PASSED,2026-07-27 13:04:10,1520
B_TC_282,DB-Integrity,Verification - DB-Integrity step 282,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1939
B_TC_283,Logic-Validation,Verification - Logic-Validation step 283,Action should succeed,High,PASSED,2026-07-27 13:04:10,1253
B_TC_284,Rate-Limiting,Verification - Rate-Limiting step 284,Action should succeed,High,PASSED,2026-07-27 13:04:10,1319
B_TC_285,Auth-API,Verification - Auth-API step 285,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1738
B_TC_286,Security-Scan,Verification - Security-Scan step 286,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,2033
B_TC_287,DB-Integrity,Verification - DB-Integrity step 287,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1789
B_TC_288,Logic-Validation,Verification - Logic-Validation step 288,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,754
B_TC_289,Rate-Limiting,Verification - Rate-Limiting step 289,Action should succeed,High,PASSED,2026-07-27 13:04:10,1103
B_TC_290,Auth-API,Verification - Auth-API step 290,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,524
B_TC_291,Security-Scan,Verification - Security-Scan step 291,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1103
B_TC_292,DB-Integrity,Verification - DB-Integrity step 292,Action should succeed,Low,PASSED,2026-07-27 13:04:10,553
B_TC_293,Logic-Validation,Verification - Logic-Validation step 293,Action should succeed,High,PASSED,2026-07-27 13:04:10,1541
B_TC_294,Rate-Limiting,Verification - Rate-Limiting step 294,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1300
B_TC_295,Auth-API,Verification - Auth-API step 295,Action should succeed,Medium,PASSED,2026-07-27 13:04:10,1584
B_TC_296,Security-Scan,Verification - Security-Scan step 296,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,517
B_TC_297,DB-Integrity,Verification - DB-Integrity step 297,Action should succeed,High,PASSED,2026-07-27 13:04:10,605
B_TC_298,Logic-Validation,Verification - Logic-Validation step 298,Action should succeed,Low,PASSED,2026-07-27 13:04:10,648
B_TC_299,Rate-Limiting,Verification - Rate-Limiting step 299,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,1954
B_TC_300,Auth-API,Verification - Auth-API step 300,Action should succeed,Critical,PASSED,2026-07-27 13:04:10,512
